Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       17    0.000    0.000    0.000    0.000 ImageFile.py:89(_tilesort)
      204    0.000    0.000    0.000    0.000 scale.py:95(limit_range_for_scale)
       85    0.000    0.000    0.000    0.000 scale.py:113(__init__)
      340    0.000    0.000    0.000    0.000 ticker.py:258(_set_locator)
     1088    0.005    0.000    0.193    0.000 ticker.py:737(set_locs)
       16    0.000    0.000    0.000    0.000 bezier.py:15(_comb)
     7021    0.013    0.000    0.070    0.000 transforms.py:2498(composite_transform_factory)
     3375    0.014    0.000    0.041    0.000 transforms.py:2751(__init__)
    10064    0.047    0.000    0.104    0.000 ticker.py:610(__call__)
      510    0.005    0.000    0.028    0.000 transforms.py:460(transformed)
  204/102    0.001    0.000    0.011    0.000 transforms.py:2361(frozen)
     1564    0.002    0.000    0.061    0.000 transforms.py:236(__array__)
     1972    0.002    0.000    0.003    0.000 ticker.py:1789(__call__)
      884    0.001    0.000    0.001    0.000 ticker.py:1818(__call__)
    12606    0.062    0.000    0.068    0.000 transforms.py:179(set_children)
      136    0.000    0.000    0.002    0.000 ticker.py:1779(__init__)
      306    0.003    0.000    0.008    0.000 transforms.py:1057(set)
1849/1271    0.002    0.000    0.021    0.000 transforms.py:2377(__eq__)
      969    0.004    0.000    0.014    0.000 transforms.py:2575(__init__)
       34    0.000    0.000    0.000    0.000 transforms.py:2633(__init__)
     2176    0.021    0.000    0.320    0.000 ticker.py:214(format_ticks)
      408    0.001    0.000    0.002    0.000 ticker.py:2027(le)
      408    0.001    0.000    0.001    0.000 ticker.py:2034(ge)
    22095    0.025    0.000    0.091    0.000 transforms.py:155(invalidate)
      187    0.001    0.000    0.012    0.000 path.py:489(transformed)
      782    0.002    0.000    0.029    0.000 transforms.py:1381(contains_branch)
     3672    0.010    0.000    0.041    0.000 transforms.py:1612(transform_path_non_affine)
       68    0.000    0.000    0.004    0.000 transforms.py:1701(__init__)
     1292    0.005    0.000    0.050    0.000 transforms.py:1799(transform_path_affine)
    32827    0.084    0.000    0.233    0.000 transforms.py:1886(__init__)
       68    0.000    0.000    0.012    0.000 transforms.py:2184(__init__)
      391    0.001    0.000    0.018    0.000 transforms.py:2317(blended_transform_factory)
       34    0.000    0.000    0.000    0.000 transforms.py:2390(contains_branch_seperately)
  204/102    0.001    0.000    0.013    0.000 transforms.py:2439(inverted)
      187    0.000    0.000    0.000    0.000 path.py:758(unit_rectangle)
       85    0.000    0.000    0.010    0.000 ticker.py:2916(__init__)
      102    0.000    0.000    0.000    0.000 path.py:828(unit_circle)
      748    0.002    0.000    0.013    0.000 transforms.py:779(frozen)
    15963    0.055    0.000    0.425    0.000 transforms.py:804(from_extents)
      476    0.002    0.000    0.055    0.000 transforms.py:921(update_from_data_xy)
     2125    0.004    0.000    0.014    0.000 transforms.py:1963(clear)
      204    0.001    0.000    0.015    0.000 transforms.py:2164(contains_branch_seperately)
    12342    0.013    0.000    0.039    0.000 scale.py:132(get_transform)
      629    0.000    0.000    0.000    0.000 ticker.py:191(set_axis)
     1088    0.001    0.000    0.001    0.000 ticker.py:237(set_locs)
   541612    0.105    0.000    0.105    0.000 path.py:211(vertices)
    11025    0.006    0.000    0.011    0.000 transforms.py:195(<lambda>)
   529907    0.082    0.000    0.082    0.000 path.py:223(codes)
    29733    0.120    0.000    0.265    0.000 transforms.py:749(__init__)
     7047    0.012    0.000    0.030    0.000 path.py:162(_fast_from_codes_and_verts)
      340    0.003    0.000    0.022    0.000 colorizer.py:528(__init__)
    14931    0.015    0.000    0.021    0.000 artist.py:448(get_transform)
       85    0.000    0.000    0.000    0.000 ticker.py:490(set_useOffset)
       85    0.000    0.000    0.000    0.000 ticker.py:536(set_useLocale)
    94597    0.069    0.000    0.069    0.000 transforms.py:110(__init__)
       85    0.001    0.000    0.001    0.000 ticker.py:2110(_staircase)
      748    0.002    0.000    0.009    0.000 transforms.py:232(frozen)
1241/1224    0.007    0.000    0.012    0.000 transforms.py:365(bounds)
      238    0.000    0.000    0.001    0.000 transforms.py:946(x0)
      119    0.000    0.000    0.001    0.000 transforms.py:951(y0)
      238    0.000    0.000    0.001    0.000 transforms.py:956(x1)
      119    0.000    0.000    0.000    0.000 transforms.py:961(y1)
      119    0.000    0.000    0.001    0.000 transforms.py:976(intervalx)
      119    0.000    0.000    0.001    0.000 transforms.py:981(intervaly)
     6817    0.008    0.000    0.078    0.000 transforms.py:1340(__add__)
      442    0.001    0.000    0.027    0.000 transforms.py:1593(transform_path)
     6358    0.016    0.000    0.072    0.000 transforms.py:1832(frozen)
      374    0.001    0.000    0.001    0.000 transforms.py:1836(is_separable)
    54417    0.019    0.000    0.019    0.000 transforms.py:1926(get_matrix)
    10693    0.019    0.000    0.132    0.000 transforms.py:1995(rotate_deg)
      238    0.001    0.000    0.006    0.000 ticker.py:1714(nonsingular)
     6732    0.009    0.000    0.012    0.000 transforms.py:347(width)
     5049    0.005    0.000    0.007    0.000 transforms.py:353(height)
     1547    0.006    0.000    0.007    0.000 transforms.py:359(size)
      714    0.001    0.000    0.029    0.000 transforms.py:371(extents)
     6392    0.070    0.000    0.121    0.000 transforms.py:616(translated)
    14960    0.024    0.000    0.420    0.000 transforms.py:795(from_bounds)
      374    0.000    0.000    0.011    0.000 transforms.py:1468(__array__)
  306/289    0.000    0.000    0.018    0.000 transforms.py:1573(get_matrix)
      544    0.001    0.000    0.029    0.000 transforms.py:1602(transform_path_affine)
      578    0.001    0.000    0.018    0.000 transforms.py:1710(__eq__)
      102    0.000    0.000    0.002    0.000 transforms.py:1715(frozen)
    55267    0.084    0.000    0.123    0.000 transforms.py:1769(__init__)
     9605    0.017    0.000    0.275    0.000 transforms.py:2408(transform_affine)
     3468    0.003    0.000    0.008    0.000 transforms.py:2806(get_affine)
      884    0.000    0.000    0.000    0.000 ticker.py:1821(tick_values)
     3910    0.001    0.000    0.001    0.000 transforms.py:1367(depth)
       51    0.000    0.000    0.000    0.000 transforms.py:1804(transform_path_non_affine)
    16167    0.003    0.000    0.003    0.000 transforms.py:1808(get_affine)
      153    0.000    0.000    0.000    0.000 transforms.py:2110(frozen)
       51    0.000    0.000    0.000    0.000 transforms.py:2140(transform_path_non_affine)
       51    0.000    0.000    0.000    0.000 transforms.py:2144(get_affine)
       85    0.001    0.000    0.010    0.000 ticker.py:2056(__init__)
      408    0.002    0.000    0.163    0.000 ticker.py:2228(__call__)
     6817    0.017    0.000    0.067    0.000 transforms.py:299(xmin)
     7089    0.016    0.000    0.063    0.000 transforms.py:304(ymin)
     6817    0.015    0.000    0.060    0.000 transforms.py:309(xmax)
     7089    0.016    0.000    0.065    0.000 transforms.py:314(ymax)
     2006    0.017    0.000    0.030    0.000 transforms.py:599(padded)
      187    0.000    0.000    0.001    0.000 transforms.py:1400(contains_branch_seperately)
     7854    0.007    0.000    0.026    0.000 transforms.py:2208(<lambda>)
2346/1173    0.002    0.000    0.003    0.000 transforms.py:2399(<lambda>)
33644/17987    0.029    0.000    0.035    0.000 transforms.py:2400(<lambda>)
  204/102    0.000    0.000    0.000    0.000 transforms.py:2404(<lambda>)
     1632    0.002    0.000    0.037    0.000 transforms.py:2779(get_transformed_points_and_affine)
     1836    0.003    0.000    0.038    0.000 transforms.py:2790(get_transformed_path_and_affine)
    10064    0.065    0.000    0.065    0.000 transforms.py:2917(_interval_contains_close)
     1479    0.002    0.000    0.117    0.000 path.py:279(__deepcopy__)
33604/22095    0.052    0.000    0.066    0.000 transforms.py:164(_invalidate_internal)
      102    0.001    0.000    0.003    0.000 transforms.py:514(shrunk_to_aspect)
1870/1564    0.003    0.000    0.018    0.000 transforms.py:2384(_iter_break_from_left_to_right)
     5848    0.005    0.000    0.006    0.000 transforms.py:239(x0)
     1394    0.001    0.000    0.002    0.000 transforms.py:249(y0)
      306    0.000    0.000    0.000    0.000 transforms.py:259(x1)
     1343    0.001    0.000    0.001    0.000 transforms.py:269(y1)
      136    0.000    0.000    0.000    0.000 transforms.py:279(p0)
     3065    0.004    0.000    0.005    0.000 transforms.py:329(intervalx)
     7089    0.011    0.000    0.013    0.000 transforms.py:338(intervaly)
      255    0.000    0.000    0.000    0.000 path.py:344(__len__)
     1360    0.004    0.000    0.022    0.000 transforms.py:785(unit)
    64588    0.016    0.000    0.016    0.000 transforms.py:1039(get_points)
     3604    0.003    0.000    0.007    0.000 transforms.py:1355(_iter_break_from_left_to_right)
      850    0.000    0.000    0.000    0.000 transforms.py:1756(<lambda>)
      850    0.000    0.000    0.000    0.000 transforms.py:1757(<lambda>)
    16423    0.006    0.000    0.006    0.000 transforms.py:1758(<lambda>)
      102    0.000    0.000    0.000    0.000 transforms.py:1760(<lambda>)
     4488    0.003    0.000    0.006    0.000 transforms.py:1773(__array__)
30617/30600    0.024    0.000    0.305    0.000 transforms.py:1782(transform)
      748    0.001    0.000    0.031    0.000 transforms.py:1795(transform_path)
    14603    0.010    0.000    0.021    0.000 transforms.py:2120(transform)
   521951    0.080    0.000    0.080    0.000 path.py:242(simplify_threshold)
     1078    0.000    0.000    0.000    0.000 transforms.py:994(minpos)
      102    0.000    0.000    0.000    0.000 transforms.py:1009(minposx)
      102    0.000    0.000    0.000    0.000 transforms.py:1024(minposy)
     2958    0.001    0.000    0.001    0.000 transforms.py:2116(get_matrix)
   521951    0.086    0.000    0.086    0.000 path.py:254(should_simplify)
     2040    0.000    0.000    0.000    0.000 bezier.py:232(control_points)
     4590    0.001    0.000    0.001    0.000 bezier.py:242(degree)
      255    0.001    0.000    0.008    0.000 path.py:470(cleaned)
     2346    0.005    0.000    0.010    0.000 transforms.py:2027(translate)
3740/2312    0.004    0.000    0.019    0.000 transforms.py:2370(_invalidate_internal)
     1309    0.004    0.000    0.012    0.000 transforms.py:2666(__init__)
2584/2550    0.015    0.000    0.059    0.000 transforms.py:1777(__eq__)
       85    0.000    0.000    0.001    0.000 colorizer.py:65(_scale_norm)
      238    0.000    0.000    0.002    0.000 artist.py:766(set_clip_box)
      782    0.002    0.000    0.034    0.000 transforms.py:2156(__eq__)
     8109    0.003    0.000    0.004    0.000 transforms.py:2676(get_matrix)
      221    0.002    0.000    0.157    0.001 colorizer.py:120(to_rgba)
     2550    0.034    0.000    0.073    0.000 bezier.py:208(__call__)
      249    0.001    0.000    0.006    0.000 cloudpickle.py:1063(_class_reduce)
     2040    0.057    0.000    0.241    0.000 bezier.py:247(polynomial_coefficients)
     5797    0.003    0.000    0.003    0.000 __init__.py:259(__iter__)
       85    0.001    0.000    0.032    0.000 colorizer.py:550(set_array)
      119    0.000    0.000    0.005    0.000 colorizer.py:215(autoscale_None)
       51    0.000    0.000    0.000    0.000 artist.py:1369(set_mouseover)
      459    0.014    0.000    0.019    0.000 __init__.py:416(by_key)
      357    0.002    0.000    0.032    0.000 colorizer.py:53(__init__)
    95002    0.471    0.000    3.349    0.000 __init__.py:183(dumps)
    93752    0.072    0.000    0.072    0.000 encoder.py:105(__init__)
      680    0.001    0.000    0.005    0.000 cm.py:94(__getitem__)
      476    0.003    0.000    0.015    0.000 colorizer.py:226(_set_cmap)
      680    0.002    0.000    0.033    0.000 colorizer.py:603(_get_colorizer)
      918    0.003    0.000    0.014    0.000 artist.py:263(have_units)
    13362    0.010    0.000    0.034    0.000 artist.py:268(convert_xunits)
    13566    0.008    0.000    0.023    0.000 artist.py:280(convert_yunits)
       51    0.000    0.000    0.000    0.000 artist.py:949(set_rasterized)
      476    0.001    0.000    0.006    0.000 artist.py:1105(set_label)
       68    0.001    0.000    0.745    0.011 artist.py:1395(_get_tightbbox_for_layout_only)
      105    0.000    0.000    0.000    0.000 encoder.py:224(floatstr)
226525/187340    0.125    0.000    0.257    0.000 artist.py:315(stale)
    57307    0.040    0.000    0.049    0.000 artist.py:723(get_figure)
      136    0.001    0.000    0.130    0.001 artist.py:348(get_tightbbox)
       38    0.000    0.000    0.001    0.000 cloudpickle.py:313(_extract_code_globals)
      204    0.001    0.000    0.158    0.001 colorizer.py:337(to_rgba)
       51    0.000    0.000    0.000    0.000 colorizer.py:393(get_alpha)
    20502    0.028    0.000    0.162    0.000 artist.py:102(_stale_axes_callback)
     2754    0.002    0.000    0.004    0.000 artist.py:266(<genexpr>)
     5338    0.009    0.000    0.037    0.000 artist.py:738(set_figure)
      108    0.001    0.000    0.003    0.000 decoder.py:333(decode)
        2    0.000    0.000    0.014    0.007 socket.py:961(getaddrinfo)
      188    0.002    0.000    0.074    0.000 cloudpickle.py:1522(dumps)
     4794    0.004    0.000    0.016    0.000 artist.py:1055(set_visible)
      340    0.002    0.000    0.025    0.000 colorizer.py:650(__init__)
       85    0.000    0.000    0.001    0.000 colorizer.py:334(_scale_norm)
       38    0.000    0.000    0.004    0.000 cloudpickle.py:1248(_dynamic_function_reduce)
      391    0.001    0.000    0.001    0.000 colorizer.py:592(_check_exclusionary_keywords)
      459    0.000    0.000    0.000    0.000 __init__.py:185(keys)
      119    0.000    0.000    0.004    0.000 colorizer.py:245(cmap)
      136    0.000    0.000    0.000    0.000 colorizer.py:399(cmap)
      119    0.000    0.000    0.004    0.000 colorizer.py:403(cmap)
      255    0.000    0.000    0.000    0.000 colorizer.py:421(norm)
      119    0.000    0.000    0.009    0.000 colorizer.py:425(norm)
      357    0.000    0.000    0.000    0.000 colorizer.py:466(colorbar)
10081/9571    0.015    0.000    0.726    0.000 artist.py:146(<lambda>)
  340/323    0.000    0.000    0.270    0.001 colorizer.py:292(changed)
  340/323    0.001    0.000    0.267    0.001 colorizer.py:584(changed)
     4437    0.008    0.000    0.035    0.000 artist.py:435(set_transform)
     3111    0.003    0.000    0.009    0.000 artist.py:622(get_snap)
     1819    0.004    0.000    0.015    0.000 artist.py:1124(set_zorder)
     7208    0.003    0.000    0.003    0.000 artist.py:297(axes)
    527/2    0.004    0.000    0.030    0.015 artist.py:30(draw_wrapper)
